date,time,status_of_system,latitude,longitude,maximum_sustained_wind_knots,central_pressure_mb
2005-12-07,1800,TS,28.7N,38.1W,60,991
2005-12-08,0,TS,28.2N,38.8W,50,997
2005-12-08,600,TS,27.4N,39.3W,35,1003
2005-12-08,1200,TD,26.5N,40.0W,30,1005
2005-12-08,1800,LO,25.9N,40.5W,30,1006
2005-12-09,0,LO,25.5N,40.6W,30,1007
2005-12-09,600,LO,25.1N,40.4W,25,1008
2005-12-09,1200,LO,24.7N,40.1W,25,1009
2005-12-09,1800,LO,24.7N,39.2W,25,1009
2005-12-30,0,TD,23.9N,35.6W,30,1009
2005-12-30,600,TS,24.2N,36.1W,40,1005
2005-12-30,1200,TS,24.7N,36.6W,45,1002
2005-12-30,1800,TS,25.2N,37.0W,45,1000
2005-12-31,0,TS,25.6N,37.3W,45,1000
2005-12-31,600,TS,25.7N,37.6W,50,997
2005-12-31,1200,TS,25.7N,37.9W,50,997
2005-12-31,1800,TS,25.7N,38.1W,45,1000
2006-01-01,0,TS,25.6N,38.3W,50,997
2006-01-01,600,TS,25.4N,38.4W,50,997
2006-01-01,1200,TS,25.2N,38.5W,50,997
2006-01-01,1800,TS,25.0N,38.6W,55,994
2006-01-02,0,TS,24.6N,38.9W,55,994
2006-01-02,600,TS,24.3N,39.7W,50,997
2006-01-02,1200,TS,23.8N,40.4W,45,1000
2006-01-02,1800,TS,23.6N,40.8W,50,997
2006-01-03,0,TS,23.4N,41.0W,55,994
2006-01-03,600,TS,23.3N,41.3W,55,994
2006-01-03,1200,TS,23.2N,41.6W,55,994
2006-01-03,1800,TS,23.0N,42.1W,55,994
2006-01-04,0,TS,22.6N,42.4W,55,994
2006-01-04,600,TS,22.1N,42.9W,50,997
2006-01-04,1200,TS,21.9N,43.6W,45,1000
2006-01-04,1800,TS,21.7N,44.6W,40,1002
2006-01-05,0,TS,21.7N,45.6W,35,1005
2006-01-05,600,TS,21.9N,46.6W,35,1005
2006-01-05,1200,TS,22.2N,47.3W,35,1006
2006-01-05,1800,TS,22.7N,47.9W,35,1007
2006-01-06,0,TS,23.0N,48.4W,35,1007
2006-01-06,600,TD,23.1N,49.0W,30,1007
2006-01-06,1200,TD,23.1N,49.6W,30,1008
2006-01-06,1800,LO,23.3N,50.2W,25,1009
2006-01-07,0,LO,23.7N,51.4W,25,1009
2006-01-07,600,LO,24.2N,52.7W,25,1012
2006-01-07,1200,LO,24.8N,54.2W,25,1014
2006-01-07,1800,LO,26.3N,55.7W,25,1016
2006-06-10,600,TD,20.0N,85.0W,25,1004
2006-06-10,1200,TD,21.0N,85.3W,30,1003
2006-06-10,1800,TD,21.9N,85.7W,30,1003
2006-06-11,0,TS,22.5N,86.3W,35,1003
2006-06-11,600,TS,23.1N,87.1W,35,1003
2006-06-11,1200,TS,23.6N,87.8W,40,1002
2006-06-11,1800,TS,24.3N,87.8W,40,1004
2006-06-12,0,TS,25.0N,87.8W,40,1004
2006-06-12,600,TS,25.8N,87.4W,45,1004
2006-06-12,1200,TS,26.8N,86.3W,60,1000
2006-06-12,1800,TS,27.5N,85.4W,60,997
2006-06-13,0,TS,28.0N,85.0W,60,995
2006-06-13,600,TS,28.8N,84.4W,55,995
2006-06-13,1200,TS,29.5N,84.1W,45,996
2006-06-13,1630,TS,29.9N,83.7W,40,998
2006-06-13,1800,TS,30.3N,83.5W,35,997
2006-06-14,0,TS,31.3N,82.8W,35,1001
2006-06-14,600,TD,32.8N,81.9W,30,1003
2006-06-14,1200,EX,34.3N,80.7W,35,1003
2006-06-14,1800,EX,35.5N,77.5W,35,1002
2006-06-15,0,EX,37.0N,73.0W,45,999
2006-06-15,600,EX,38.8N,69.9W,45,990
2006-06-15,1200,EX,40.9N,66.8W,50,979
2006-06-15,1800,EX,42.6N,64.2W,55,971
2006-06-16,0,EX,44.0N,62.0W,55,969
2006-06-16,600,EX,46.0N,58.5W,50,972
2006-06-16,1200,EX,47.4N,55.0W,45,985
2006-06-16,1800,EX,49.3N,51.5W,40,990
2006-06-17,0,EX,50.8N,45.2W,40,995
2006-06-17,600,EX,51.5N,39.0W,40,995
2006-06-17,1200,EX,53.0N,34.5W,40,995
2006-06-17,1800,EX,54.0N,29.0W,35,995
2006-06-18,0,EX,54.5N,23.0W,30,995
2006-06-18,600,EX,54.5N,16.0W,30,995
2006-06-18,1200,EX,54.5N,12.0W,30,995
2006-06-18,1800,EX,55.0N,9.0W,30,997
2006-06-19,0,EX,56.5N,5.5W,30,999
2006-06-19,600,EX,57.0N,3.0W,30,999
2006-07-16,1200,EX,37.2N,68.7W,30,1009
2006-07-16,1800,EX,37.7N,68.2W,30,1009
2006-07-17,0,EX,38.3N,67.6W,30,1009
2006-07-17,600,TD,39.1N,66.4W,30,1008
2006-07-17,1200,TS,40.0N,65.1W,40,1003
2006-07-17,1800,TS,41.1N,63.7W,45,998
2006-07-18,0,TS,42.4N,62.1W,40,999
2006-07-18,600,TS,43.7N,60.1W,35,1004
2006-07-18,1200,LO,45.5N,58.0W,30,1007
2006-07-18,1800,LO,47.1N,55.8W,25,1009
2006-07-19,0,LO,48.6N,52.9W,25,1012
2006-07-19,600,LO,49.2N,49.4W,25,1012
2006-07-19,1200,LO,49.8N,46.1W,25,1014
2006-07-18,1200,TD,32.3N,73.3W,30,1010
2006-07-18,1800,TS,33.0N,73.3W,35,1008
2006-07-19,0,TS,33.8N,73.5W,35,1006
2006-07-19,600,TS,34.5N,73.7W,35,1005
2006-07-19,1200,TS,35.2N,73.6W,40,1004
2006-07-19,1800,TS,35.9N,73.5W,50,1003
2006-07-20,0,TS,36.6N,73.2W,50,1002
2006-07-20,600,TS,37.4N,73.2W,50,1001
2006-07-20,1200,TS,38.3N,73.0W,50,1002
2006-07-20,1800,TS,39.1N,72.5W,45,1002
2006-07-21,0,TS,39.8N,71.8W,45,1003
2006-07-21,600,TS,41.0N,70.5W,45,1000
2006-07-21,645,TS,41.3N,70.1W,45,1000
2006-07-21,1200,TS,42.4N,68.4W,40,1002
2006-07-21,1800,EX,43.8N,66.3W,35,1000
2006-07-22,0,EX,45.5N,63.3W,35,1002
2006-07-22,600,EX,47.2N,60.0W,35,1003
2006-07-22,1200,EX,48.5N,56.5W,30,1004
2006-08-01,0,TD,16.3N,58.1W,30,1011
2006-08-01,600,TS,16.8N,58.9W,35,1009
2006-08-01,1200,TS,17.2N,59.8W,40,1006
2006-08-01,1800,TS,17.7N,60.6W,50,1004
2006-08-02,0,TS,18.1N,61.4W,50,1003
2006-08-02,600,TS,18.5N,62.2W,55,1001
2006-08-02,1200,TS,19.0N,63.0W,55,1001
2006-08-02,1800,TS,19.6N,63.9W,50,1004
2006-08-03,0,TS,19.9N,64.8W,50,1007
2006-08-03,600,TS,20.2N,65.8W,40,1010
2006-08-03,1200,TS,20.4N,66.8W,35,1011
2006-08-03,1800,TD,20.6N,67.7W,30,1011
2006-08-04,0,TD,20.7N,68.7W,30,1011
2006-08-04,600,LO,20.8N,70.2W,25,1011
2006-08-04,1200,LO,21.2N,71.1W,25,1011
2006-08-04,1800,LO,21.3N,72.2W,25,1012
2006-08-05,0,LO,21.5N,73.4W,25,1012
2006-08-05,600,LO,21.6N,75.0W,20,1012
2006-08-05,1200,LO,21.8N,76.3W,20,1012
2006-08-05,1800,LO,22.1N,77.6W,20,1012
2006-08-06,0,LO,22.4N,78.9W,20,1012
2006-08-06,600,LO,22.8N,80.2W,20,1013
2006-08-06,1200,LO,23.2N,81.7W,15,1013
2006-08-21,1800,TD,11.6N,21.7W,30,1007
2006-08-22,0,TD,12.0N,22.7W,30,1007
2006-08-22,600,TD,12.6N,23.9W,30,1007
2006-08-22,1200,TD,13.4N,25.3W,30,1007
2006-08-22,1800,TD,14.2N,26.7W,30,1005
2006-08-23,0,TS,14.9N,28.1W,35,1003
2006-08-23,600,TS,15.7N,29.5W,40,1002
2006-08-23,1200,TS,16.7N,31.0W,45,1001
2006-08-23,1800,TS,17.6N,32.4W,45,1001
2006-08-24,0,TS,18.4N,33.9W,45,1000
2006-08-24,600,TS,19.2N,35.5W,45,999
2006-08-24,1200,TS,20.1N,37.1W,45,1000
2006-08-24,1800,TS,20.9N,38.7W,45,1000
2006-08-25,0,TS,21.7N,40.2W,45,1000
2006-08-25,600,TS,22.6N,41.5W,45,1001
2006-08-25,1200,TS,23.6N,42.7W,40,1002
2006-08-25,1800,TS,24.4N,44.1W,35,1005
2006-08-26,0,TS,24.8N,45.1W,35,1008
2006-08-26,600,TD,25.2N,46.1W,30,1009
2006-08-26,1200,LO,25.7N,46.9W,25,1010
2006-08-26,1800,LO,26.5N,47.5W,25,1011
2006-08-27,0,LO,27.3N,48.1W,25,1012
2006-08-27,600,LO,28.3N,48.8W,25,1012
2006-08-27,1200,LO,29.4N,49.1W,25,1012
2006-08-27,1800,LO,30.6N,48.9W,25,1012
2006-08-28,0,LO,32.1N,48.3W,25,1012
2006-08-24,1800,TD,12.7N,61.6W,30,1008
2006-08-25,0,TD,13.0N,63.0W,30,1007
2006-08-25,600,TD,13.3N,64.4W,30,1005
2006-08-25,1200,TS,13.7N,65.8W,35,1005
2006-08-25,1800,TS,14.0N,67.1W,35,1004
2006-08-26,0,TS,14.3N,68.3W,40,1002
2006-08-26,600,TS,14.6N,69.5W,45,999
2006-08-26,1200,TS,15.1N,70.4W,50,997
2006-08-26,1800,TS,15.7N,71.2W,55,997
2006-08-27,0,TS,16.3N,72.0W,55,995
2006-08-27,600,HU,16.9N,72.7W,65,992
2006-08-27,1200,TS,17.4N,73.4W,55,997
2006-08-27,1800,TS,17.8N,74.0W,45,1002
2006-08-28,0,TS,18.3N,74.6W,40,1003
2006-08-28,600,TS,19.1N,75.2W,40,1004
2006-08-28,1115,TS,19.9N,75.5W,35,1005
2006-08-28,1200,TS,20.0N,75.6W,35,1005
2006-08-28,1800,TS,20.8N,76.4W,35,1007
2006-08-29,0,TS,21.6N,77.4W,35,1007
2006-08-29,600,TS,22.4N,78.5W,40,1006
2006-08-29,1200,TS,23.2N,79.3W,40,1006
2006-08-29,1800,TS,23.9N,79.9W,40,1005
2006-08-30,0,TS,24.7N,80.4W,40,1004
2006-08-30,300,TS,24.9N,80.6W,40,1003
2006-08-30,500,TS,25.2N,80.7W,40,1003
2006-08-30,600,TS,25.3N,80.8W,40,1003
2006-08-30,1200,TS,26.1N,81.0W,35,1002
2006-08-30,1800,TS,27.0N,80.9W,35,1001
2006-08-31,0,TS,28.1N,80.7W,35,1000
2006-08-31,600,TS,29.4N,80.4W,45,999
2006-08-31,1200,TS,30.6N,79.9W,55,995
2006-08-31,1800,TS,31.9N,79.2W,60,993
2006-09-01,0,TS,33.2N,78.4W,60,988
2006-09-01,340,TS,33.9N,78.1W,60,985
2006-09-01,600,TS,34.5N,78.0W,50,985
2006-09-01,1200,TD,35.8N,77.6W,30,991
2006-09-01,1800,EX,36.6N,77.2W,40,997
2006-09-02,0,EX,37.1N,77.0W,40,1002
2006-09-02,600,EX,37.6N,76.8W,40,1005
2006-09-02,1200,EX,38.2N,76.7W,40,1007
2006-09-02,1800,EX,38.9N,76.7W,40,1010
2006-09-03,0,EX,39.9N,76.7W,35,1012
2006-09-03,600,EX,41.3N,77.1W,25,1014
2006-09-03,1200,EX,43.1N,77.5W,20,1014
2006-09-03,1800,EX,44.5N,77.0W,20,1015
2006-09-04,0,EX,45.6N,75.8W,20,1015
2006-09-04,600,EX,46.5N,74.4W,20,1014
2006-09-03,1800,TD,14.1N,39.4W,30,1007
2006-09-04,0,TD,14.7N,40.0W,30,1007
2006-09-04,600,TD,15.4N,41.0W,30,1007
2006-09-04,1200,TD,16.0N,42.3W,30,1007
2006-09-04,1800,TD,16.4N,43.5W,30,1007
2006-09-05,0,TD,16.6N,44.8W,30,1007
2006-09-05,600,TS,16.8N,46.1W,35,1007
2006-09-05,1200,TS,17.0N,46.9W,35,1005
2006-09-05,1800,TS,17.3N,47.8W,40,1003
2006-09-06,0,TS,17.6N,48.6W,40,1003
2006-09-06,600,TS,18.1N,49.7W,40,1003
2006-09-06,1200,TS,18.5N,50.6W,45,1003
2006-09-06,1800,TS,19.0N,51.3W,45,1000
2006-09-07,0,TS,19.3N,51.9W,45,1000
2006-09-07,600,TS,19.6N,52.6W,45,1000
2006-09-07,1200,TS,19.9N,53.3W,40,1002
2006-09-07,1800,TS,20.3N,54.3W,40,1002
2006-09-08,0,TS,20.9N,55.7W,40,1002
2006-09-08,600,TS,21.5N,57.1W,40,1002
2006-09-08,1200,TS,21.7N,58.8W,40,1002
2006-09-08,1800,TS,21.9N,60.1W,45,1000
2006-09-09,0,TS,22.7N,61.0W,50,997
2006-09-09,600,TS,23.8N,62.3W,50,993
2006-09-09,1200,TS,24.4N,63.2W,50,992
2006-09-09,1800,TS,25.1N,64.0W,50,991
2006-09-10,0,TS,26.2N,64.6W,60,987
2006-09-10,600,HU,27.1N,65.3W,70,980
2006-09-10,1200,HU,28.1N,65.9W,75,978
2006-09-10,1800,HU,29.3N,66.1W,80,976
2006-09-11,0,HU,30.4N,66.2W,80,975
2006-09-11,600,HU,31.3N,66.2W,70,977
2006-09-11,1200,HU,32.4N,65.7W,75,974
2006-09-11,1800,HU,33.6N,65.0W,75,974
2006-09-12,0,HU,34.9N,64.1W,70,975
2006-09-12,600,HU,36.3N,63.2W,65,976
2006-09-12,1200,HU,37.4N,61.9W,65,976
2006-09-12,1800,HU,38.5N,60.2W,65,977
2006-09-13,0,EX,40.6N,57.9W,70,978
2006-09-13,600,EX,43.1N,56.3W,70,972
2006-09-13,1200,EX,45.5N,55.6W,70,967
2006-09-13,1800,EX,46.4N,54.0W,70,963
2006-09-14,0,EX,47.6N,51.3W,65,965
2006-09-14,600,EX,48.6N,48.3W,60,967
2006-09-14,1200,EX,49.2N,45.2W,55,970
2006-09-14,1800,EX,49.8N,42.6W,50,976
2006-09-15,0,EX,50.0N,39.6W,45,981
2006-09-15,600,EX,49.7N,35.8W,45,982
2006-09-15,1200,EX,49.5N,31.7W,45,984
2006-09-15,1800,EX,49.8N,27.5W,40,986
2006-09-16,0,EX,50.6N,23.9W,40,987
2006-09-16,600,EX,52.5N,21.0W,40,987
2006-09-16,1200,EX,54.6N,20.5W,40,985
2006-09-16,1800,EX,56.6N,20.5W,40,983
2006-09-17,0,EX,58.2N,20.5W,40,980
2006-09-17,600,EX,59.6N,20.6W,40,980
2006-09-17,1200,EX,60.9N,21.2W,40,979
2006-09-17,1800,EX,62.0N,22.5W,45,978
2006-09-18,0,EX,62.6N,24.5W,50,976
2006-09-18,600,EX,63.0N,26.5W,50,977
2006-09-18,1200,EX,63.0N,29.0W,50,978
2006-09-18,1800,EX,63.0N,31.4W,50,979
2006-09-19,0,EX,62.0N,34.0W,50,982
2006-09-10,1800,TD,20.2N,53.8W,25,1012
2006-09-11,0,TD,20.3N,54.5W,30,1011
2006-09-11,600,TD,20.6N,55.3W,30,1010
2006-09-11,1200,TS,20.9N,56.3W,35,1008
2006-09-11,1800,TS,21.4N,57.1W,40,1005
2006-09-12,0,TS,21.8N,57.6W,50,1003
2006-09-12,600,TS,22.3N,58.0W,50,1000
2006-09-12,1200,TS,22.8N,58.2W,50,998
2006-09-12,1800,TS,23.4N,58.2W,55,994
2006-09-13,0,HU,24.0N,58.1W,65,987
2006-09-13,600,HU,24.7N,58.0W,70,984
2006-09-13,1200,HU,25.6N,57.9W,80,980
2006-09-13,1800,HU,26.5N,57.7W,95,965
2006-09-14,0,HU,27.3N,57.4W,105,955
2006-09-14,600,HU,28.2N,56.8W,105,956
2006-09-14,1200,HU,29.1N,56.2W,105,956
2006-09-14,1800,HU,29.8N,55.4W,105,958
2006-09-15,0,HU,30.3N,54.6W,100,960
2006-09-15,600,HU,30.8N,53.8W,95,965
2006-09-15,1200,HU,31.1N,53.5W,85,973
2006-09-15,1800,HU,31.1N,53.5W,80,976
2006-09-16,0,HU,31.1N,53.5W,75,980
2006-09-16,600,HU,31.2N,53.6W,70,983
2006-09-16,1200,HU,31.3N,53.8W,65,987
2006-09-16,1800,HU,31.5N,53.9W,65,987
2006-09-17,0,HU,31.9N,53.8W,65,987
2006-09-17,600,HU,32.4N,53.7W,65,987
2006-09-17,1200,HU,33.3N,53.3W,70,983
2006-09-17,1800,HU,34.1N,52.9W,70,983
2006-09-18,0,HU,35.0N,52.1W,75,981
2006-09-18,600,HU,36.1N,50.6W,75,979
2006-09-18,1200,HU,36.9N,48.7W,80,976
2006-09-18,1800,HU,37.5N,46.3W,85,972
2006-09-19,0,HU,38.0N,43.3W,85,972
2006-09-19,600,HU,38.1N,40.2W,90,970
2006-09-19,1200,HU,38.0N,37.0W,80,977
2006-09-19,1800,HU,37.8N,33.5W,75,979
2006-09-20,0,HU,37.7N,29.9W,70,980
2006-09-20,600,HU,37.6N,26.1W,70,980
2006-09-20,1200,HU,37.8N,22.6W,65,983
2006-09-20,1800,HU,38.5N,18.5W,65,983
2006-09-21,0,EX,40.1N,14.0W,60,984
2006-09-21,600,EX,43.8N,10.4W,55,986
2006-09-21,1200,EX,48.5N,9.0W,55,982
2006-09-21,1800,EX,52.5N,9.5W,55,978
2006-09-22,0,EX,54.5N,10.5W,60,975
2006-09-22,600,EX,57.0N,14.0W,65,974
2006-09-22,1200,EX,56.5N,18.5W,55,976
2006-09-22,1800,EX,56.0N,19.5W,45,980
2006-09-23,0,EX,54.5N,20.0W,45,982
2006-09-23,600,EX,52.5N,20.0W,40,986
2006-09-23,1200,EX,50.7N,17.7W,35,993
2006-09-23,1800,EX,49.0N,14.5W,35,994
2006-09-24,0,EX,48.0N,10.0W,30,995
2006-09-24,600,EX,48.5N,8.5W,30,996
2006-09-24,1200,EX,49.0N,8.0W,30,998
2006-09-24,1800,EX,50.5N,7.5W,25,1001
2006-09-12,1200,TD,11.9N,22.0W,25,1007
2006-09-12,1800,TD,11.9N,23.2W,30,1007
2006-09-13,0,TD,11.9N,24.6W,30,1007
2006-09-13,600,TD,12.0N,26.1W,30,1007
2006-09-13,1200,TD,12.2N,28.0W,30,1007
2006-09-13,1800,TD,12.5N,30.0W,30,1006
2006-09-14,0,TS,12.9N,31.9W,35,1005
2006-09-14,600,TS,13.2N,33.8W,35,1005
2006-09-14,1200,TS,13.6N,35.6W,40,1003
2006-09-14,1800,TS,14.0N,37.0W,40,1003
2006-09-15,0,TS,14.4N,38.3W,40,1002
2006-09-15,600,TS,14.8N,39.6W,45,1000
2006-09-15,1200,TS,15.5N,40.8W,50,997
2006-09-15,1800,TS,16.2N,42.1W,55,995
2006-09-16,0,TS,17.0N,43.3W,60,992
2006-09-16,600,TS,17.7N,44.3W,60,990
2006-09-16,1200,HU,18.4N,45.3W,65,987
2006-09-16,1800,HU,18.9N,46.2W,65,986
2006-09-17,0,HU,19.4N,47.1W,70,983
2006-09-17,600,HU,19.9N,47.9W,75,979
2006-09-17,1200,HU,20.3N,48.4W,80,976
2006-09-17,1800,HU,20.8N,48.8W,90,970
2006-09-18,0,HU,21.4N,49.1W,100,962
2006-09-18,600,HU,22.0N,49.4W,105,955
2006-09-18,1200,HU,22.7N,49.7W,105,958
2006-09-18,1800,HU,23.6N,50.4W,95,962
2006-09-19,0,HU,24.0N,51.0W,95,962
2006-09-19,600,HU,24.3N,51.7W,95,960
2006-09-19,1200,HU,24.4N,52.5W,95,958
2006-09-19,1800,HU,24.4N,53.5W,90,956
2006-09-20,0,HU,24.5N,54.4W,90,958
2006-09-20,600,HU,24.9N,55.2W,90,958
2006-09-20,1200,HU,25.4N,56.0W,90,959
2006-09-20,1800,HU,25.9N,56.7W,80,960
2006-09-21,0,HU,26.8N,57.0W,80,962
2006-09-21,600,HU,27.8N,57.0W,75,964
2006-09-21,1200,HU,29.0N,57.0W,75,968
2006-09-21,1800,HU,30.2N,57.0W,75,970
2006-09-22,0,HU,31.4N,56.6W,75,970
2006-09-22,600,HU,32.5N,55.9W,70,970
2006-09-22,1200,HU,33.6N,55.1W,70,970
2006-09-22,1800,HU,34.9N,53.7W,70,968
2006-09-23,0,HU,35.7N,51.7W,75,964
2006-09-23,600,HU,36.4N,49.6W,80,962
2006-09-23,1200,HU,37.1N,47.5W,80,962
2006-09-23,1800,HU,37.7N,45.4W,75,963
2006-09-24,0,HU,38.6N,43.2W,70,964
2006-09-24,600,HU,39.5N,40.9W,65,964
2006-09-24,1200,HU,40.6N,38.2W,65,964
2006-09-24,1800,EX,42.0N,35.9W,65,964
2006-09-25,0,EX,43.2N,34.7W,65,964
2006-09-25,600,EX,44.1N,33.3W,65,966
2006-09-25,1200,EX,44.7N,31.7W,60,968
2006-09-25,1800,EX,44.9N,29.8W,55,972
2006-09-26,0,EX,45.0N,27.6W,50,977
2006-09-26,600,EX,45.5N,25.2W,50,980
2006-09-26,1200,EX,46.0N,22.7W,50,984
2006-09-26,1800,EX,47.2N,20.1W,45,986
2006-09-27,0,EX,49.0N,17.0W,45,988
2006-09-27,600,EX,51.3N,13.3W,45,988
2006-09-27,1200,EX,53.9N,10.1W,40,988
2006-09-27,1800,EX,56.3N,7.6W,40,988
2006-09-27,1800,TD,26.1N,52.6W,30,1012
2006-09-28,0,TD,26.8N,53.4W,30,1012
2006-09-28,600,TS,27.4N,54.0W,35,1008
2006-09-28,1200,TS,28.0N,54.4W,40,1006
2006-09-28,1800,TS,28.6N,54.6W,40,1006
2006-09-29,0,TS,28.9N,54.9W,40,1006
2006-09-29,600,TS,29.0N,55.4W,40,1006
2006-09-29,1200,TS,29.2N,55.8W,45,1003
2006-09-29,1800,TS,29.5N,56.5W,50,1000
2006-09-30,0,TS,29.8N,57.1W,60,997
2006-09-30,600,TS,30.1N,57.7W,60,995
2006-09-30,1200,HU,30.6N,58.5W,65,992
2006-09-30,1800,HU,31.3N,59.2W,70,989
2006-10-01,0,HU,32.0N,59.8W,75,987
2006-10-01,600,HU,32.8N,60.2W,75,985
2006-10-01,1200,HU,33.8N,60.3W,70,986
2006-10-01,1800,HU,35.2N,60.3W,70,987
2006-10-02,0,HU,37.2N,59.6W,65,988
2006-10-02,600,HU,39.8N,58.0W,65,989
2006-10-02,1200,TS,42.5N,56.2W,60,990
2006-10-02,1800,TS,45.5N,53.7W,55,995
2006-10-03,0,EX,47.6N,51.0W,55,996
2006-10-03,600,EX,48.6N,49.0W,45,998
2006-10-03,1200,EX,49.5N,47.0W,35,1000
2007-05-06,1200,EX,35.5N,74.0W,35,1012
2007-05-06,1800,EX,35.0N,73.0W,40,1009
2007-05-07,0,EX,34.3N,71.7W,50,1005
2007-05-07,600,EX,33.3N,72.3W,65,998
2007-05-07,1200,EX,32.3N,73.1W,65,998
2007-05-07,1800,EX,31.5N,74.0W,65,998
2007-05-08,0,EX,31.0N,74.9W,55,1000
2007-05-08,600,EX,30.7N,76.0W,50,1001
2007-05-08,1200,EX,30.4N,77.2W,50,1001
2007-05-08,1800,EX,30.4N,77.9W,50,1001
2007-05-09,0,EX,30.6N,78.3W,50,1001
2007-05-09,600,SS,30.8N,78.7W,50,1001
2007-05-09,1200,SS,30.9N,79.2W,45,1003
2007-05-09,1800,SS,30.9N,79.6W,40,1003
2007-05-10,0,SS,30.7N,79.8W,40,1003
2007-05-10,600,SS,30.5N,79.9W,35,1003
2007-05-10,1200,SD,30.1N,79.9W,30,1003
2007-05-10,1800,SD,29.7N,79.8W,30,1003
2007-05-11,0,SD,29.4N,79.8W,30,1004
2007-05-11,600,LO,29.1N,79.8W,30,1004
2007-05-11,1200,LO,28.8N,79.7W,25,1005
2007-05-11,1800,LO,28.5N,79.5W,25,1005
2007-05-12,0,LO,28.5N,79.1W,25,1006
2007-05-12,600,LO,28.8N,78.8W,25,1006
2007-05-12,1200,LO,29.1N,78.5W,25,1006
2007-05-12,1800,LO,29.4N,78.0W,25,1006
2007-05-13,0,LO,29.7N,77.2W,25,1006
2007-05-13,600,LO,30.1N,76.0W,25,1006
2007-05-13,1200,LO,30.8N,74.2W,25,1007
2007-05-13,1800,LO,31.4N,71.9W,25,1007
2007-05-14,0,LO,31.8N,69.4W,25,1007
2007-05-31,0,LO,18.1N,87.0W,25,1008
2007-05-31,600,LO,18.7N,86.9W,25,1007
2007-05-31,1200,LO,19.1N,86.8W,25,1006
2007-05-31,1800,LO,19.6N,86.6W,25,1005
2007-06-01,0,LO,20.1N,86.0W,25,1005
2007-06-01,600,LO,21.2N,85.8W,25,1005
2007-06-01,1200,TD,22.3N,85.8W,30,1004
2007-06-01,1800,TS,23.6N,85.7W,40,1000
2007-06-02,0,TS,24.3N,85.2W,50,997
2007-06-02,600,TS,25.1N,84.6W,45,998
2007-06-02,1200,TS,27.0N,83.2W,40,1000
2007-06-02,1400,TD,27.5N,82.7W,30,1000
2007-06-02,1800,TD,29.7N,82.1W,30,1001
2007-06-03,0,EX,31.4N,81.4W,35,997
2007-06-03,600,EX,32.1N,81.0W,40,994
2007-06-03,1200,EX,32.8N,80.0W,40,994
2007-06-03,1800,EX,33.7N,78.4W,40,994
2007-06-04,0,EX,35.3N,76.0W,40,992
2007-06-04,600,EX,37.2N,74.6W,40,990
2007-06-04,1200,EX,39.0N,73.2W,40,990
2007-06-04,1800,EX,40.7N,72.1W,35,991
2007-06-05,0,EX,42.4N,70.8W,35,992
2007-06-05,600,EX,44.6N,69.5W,30,992
2007-06-05,1200,EX,47.5N,68.5W,30,992
2007-07-31,0,TD,35.5N,66.5W,30,1007
2007-07-31,600,TS,37.1N,65.5W,35,1004
2007-07-31,1200,TS,39.1N,64.2W,45,999
2007-07-31,1800,TS,40.7N,62.3W,45,999
2007-08-01,0,TS,42.5N,60.0W,45,994
2007-08-01,600,EX,44.0N,57.5W,45,992
2007-08-01,1200,EX,46.0N,54.5W,55,990
2007-08-01,1800,EX,49.0N,49.5W,60,988
2007-08-02,0,EX,53.0N,43.0W,60,985
2007-08-02,600,EX,55.5N,38.5W,50,975
2007-08-02,1200,EX,57.5N,35.4W,50,970
2007-08-02,1800,EX,58.6N,33.9W,55,967
2007-08-03,0,EX,58.9N,32.1W,60,964
2007-08-03,600,EX,58.9N,30.4W,60,964
2007-08-03,1200,EX,58.9N,28.0W,60,964
2007-08-03,1800,EX,58.9N,25.2W,55,967
2007-08-04,0,EX,59.1N,22.6W,55,967
2007-08-04,600,EX,59.5N,19.1W,50,970
2007-08-04,1200,EX,60.7N,16.3W,50,975
2007-08-04,1800,EX,61.7N,14.0W,45,978
2007-08-05,0,EX,62.7N,12.0W,45,980
2007-08-05,600,EX,64.0N,9.5W,45,982
2007-08-05,1200,EX,66.0N,7.0W,35,985
2007-08-13,600,TD,12.2N,28.9W,30,1006
2007-08-13,1200,TD,12.1N,30.7W,30,1005
2007-08-13,1800,TD,12.0N,32.4W,30,1005
2007-08-14,0,TD,11.9N,34.5W,30,1005
2007-08-14,600,TD,11.8N,36.5W,30,1005
2007-08-14,1200,TS,11.8N,38.3W,35,1004
2007-08-14,1800,TS,11.8N,40.1W,40,1002
2007-08-15,0,TS,11.9N,41.7W,50,997
2007-08-15,600,TS,12.0N,43.4W,50,997
2007-08-15,1200,TS,12.3N,45.1W,50,997
2007-08-15,1800,TS,12.8N,47.0W,55,994
2007-08-16,0,TS,13.0N,49.2W,60,991
2007-08-16,600,HU,13.2N,51.3W,70,984
2007-08-16,1200,HU,13.5N,53.3W,80,972
2007-08-16,1800,HU,13.8N,55.5W,80,972
2007-08-17,0,HU,14.0N,57.7W,80,976
2007-08-17,600,HU,14.2N,59.8W,80,975
2007-08-17,1200,HU,14.4N,61.7W,90,967
2007-08-17,1800,HU,14.8N,63.5W,110,961
2007-08-18,0,HU,14.9N,65.1W,125,944
2007-08-18,600,HU,15.0N,66.6W,145,929
2007-08-18,1200,HU,15.4N,68.0W,145,923
2007-08-18,1800,HU,15.9N,69.5W,130,930
2007-08-19,0,HU,16.1N,71.0W,120,920
